시군구명,법정동,아파트명,도로명,지번
강남구,삼성동,삼부아파트102동,봉은사로111길,99
종로구,명륜2가,아남1,창경궁로,4
동작구,흑석동,한강현대,현충로,28
양천구,신월동,삼익플라주행복한마을,오목로1길,1068
구로구,고척동,한성,중앙로15길,227-1
구로구,구로동,800-19,도림로,800-19
송파구,방이동,파라다이스빌(40-0),올림픽로,40
양천구,신월동,태진,중앙로55길,467-3
동대문구,청량리동,현대,약령시로21길,234-2
강남구,청담동,청담3차이-편한세상(301동),선릉로132길,44-21
양천구,신정동,신정숲속마을,신정로,1324
양천구,목동,목동현대1,목동동로,932
구로구,신도림동,대림e-편한세상5,신도림로,647
동작구,사당동,케이씨씨,사당로20나길,1153
도봉구,도봉동,삼안리치,도봉로187길,570-10
양천구,신정동,수정,신정로13길,733-31
강동구,성내동,다성이즈빌,성내로8길,551-4
강서구,마곡동,마곡엠밸리12단지,공항대로,746-1
종로구,평창동,밀레니엄,평창12길,179-5
중랑구,중화동,동양엔파트2차,중랑천로14길,454
양천구,신정동,현대힐타운,중앙로48길,963-1
양천구,신정동,대성유니드1차,중앙로29길,1198-23
중랑구,묵동,금호어울림,공릉로2길,386
양천구,목동,현대하이페리온,목동동로,916
영등포구,여의도동,리첸시아,여의동로,61
영등포구,당산동,드림리버빌,버드나루로22길,378
동작구,신대방동,보라매e편한세상,보라매로,720
강동구,길동,강동와이시티,천호대로175길,414-4
동작구,동작동,이수교KCC스위첸,동작대로45길,332
강동구,천호동,진넥스빌Ⅲ,천호대로,447-15
성동구,성수동1가,동아그린,상원길,708
구로구,구로동,아스타빌,가마산로27길,108-4
강동구,천호동,SM이로빌아파트,천중로39길,52-3
강동구,천호동,집앤사스윗사이드아파트,천중로,328-1
송파구,방이동,신구블레스밸리,위례성대로12길,197
구로구,구로동,현대,구로중앙로18길,74-30
서초구,반포동,반포센트레빌아스테리움,사평대로,1344
송파구,풍납동,칼라,올림픽로45길,398-16
성동구,성수동1가,현대그린,뚝섬로3길,33-2
구로구,고척동,고척LIG리가2차,중앙로12길,340-1
도봉구,창동,현대조합,해등로16길,813
은평구,불광동,대호아파트,불광로,629
강동구,길동,한전우성1,천중로49길,332
도봉구,창동,창동3차현대,도봉로136길,816
관악구,봉천동,건영6,관악로,1701
동대문구,장안동,정은스카이빌201동,장한로18길,347-8
도봉구,방학동,신동아아파트3,방학로15길,530
강서구,가양동,대림경동아파트,허준로,1474
동작구,상도동,약수맨션,양녕로26길,211-1
구로구,구로동,(749-46),구로동로20길,749-46
영등포구,당산동1가,코오롱,영등포로28길,9-1
노원구,상계동,중계센트럴파크,덕릉로70가길,1322
영등포구,당산동4가,당산현대3차,당산로41길,88
은평구,대조동,서경아파트,연서로28길,186-21
강서구,등촌동,삼성,화곡로61길,660-5
강서구,화곡동,화곡동성재,월정로14길,911-12
용산구,한강로3가,시티파크(2단지),서빙고로,63-387
동대문구,장안동,신일해피트리아파트101동,천호대로77길,564
관악구,신림동,현대,대학20길,255-189
서초구,잠원동,신반포12,잠원로14길,50-5
송파구,가락동,가락스타클래스,오금로,8
강남구,역삼동,쌍용플레티넘밸류,테헤란로4길,826-37
강남구,역삼동,개나리SK뷰,역삼로,716-3
강남구,청담동,휴먼스타빌,도산대로,5-25
강남구,개포동,경남1,언주로,649
성북구,삼선동2가,삼선푸르지오,보문로29다길,425
중랑구,면목동,두산3,면목로37길,1511
마포구,염리동,마포자이,독막로42길,521
도봉구,창동,금호어울림,도봉로136가길,823
용산구,이촌동,한가람,이촌로69길,404
서초구,잠원동,신반포25,잠원로,61-1
강서구,방화동,길성그랑프리텔,방화대로,867
서대문구,천연동,반석블레스포레,독립문로8길,98-17
강남구,도곡동,한신엠비씨,논현로,895-8
강남구,논현동,펜트힐캐스케이드,언주로,106
송파구,오금동,에스아이팰리스송파올림픽공원,양재대로,1-6
금천구,독산동,목화103,문성로,974-2
중구,충무로4가,진양상가,퇴계로,120-3
강남구,청담동,청담동삼성1차(101동),삼성로133길,33
성동구,옥수동,옥수파크힐스117동~125동,매봉길,528-1
광진구,자양동,이튼타워리버5차,능동로4길,856
강동구,천호동,강동역두산위브센티움,성안로,155-5
노원구,상계동,센트럴타워,상계로1길,581-2
양천구,목동,엘리온,목동중앙서로8길,803-2
강서구,마곡동,마곡일성트루엘아파트,방화대로34길,1535
강서구,마곡동,마곡엠벨리(14단지),마곡중앙로,750
은평구,녹번동,제니더클래식,통일로,31-36
강서구,염창동,염창2차한화꿈에그린,공항대로63길,302
노원구,공릉동,대주파크빌아파트,섬밭로,751
강동구,둔촌동,더샵둔촌포레,동남로49길,30-4
양천구,신월동,상진지오벨리,화곡로,1059
양천구,신정동,태화상가빌라트,중앙로32길,1021-7
강남구,수서동,수서한아름,광평로51길,712
마포구,망원동,휴먼빌,방울내로,509
강남구,역삼동,동원스위트뷰역삼,역삼로19길,745-13
강남구,일원동,가람,일원로,735
양천구,신정동,이스타팰리스,목동로,1007-11
광진구,구의동,아차산포레안,천호대로,663
강남구,삼성동,삼성동센트럴아이파크,삼성로,188
성북구,하월곡동,동신주택,오패산로,70-4
양천구,신월동,아름다운세상,화곡로3길,1038
강남구,일원동,샘터마을,일원로,718
송파구,마천동,마천동금호타운1,마천로57길,304
양천구,목동,목동길성그랑프리텔,목동중앙본로7길,739-5
강서구,염창동,염창3우성,공항대로63길,272-28
영등포구,당산동3가,삼익,국회대로,394
노원구,상계동,상계주공14(고층),수락산로,626
서초구,우면동,한라,바우뫼로,67
은평구,구산동,경향파크,갈현로15길,162-1
금천구,시흥동,벽산3,탑골로,1006
광진구,구의동,강변현대하이엘,강변역로4길,547
서초구,방배동,임광,방배로,1015
서초구,서초동,래미안서초5차,반포대로21길,1522-1
중구,신당동,푸른마을(B),동호로11마길,432-922
서대문구,홍제동,고은,모래내로,156-200
광진구,구의동,구의강변우성아파트,구의강변로,546-7
광진구,광장동,워커힐현대빌,아차산로78길,105
송파구,송파동,한양아파트,가락로,119
강서구,염창동,염창1차한화꿈에그린,공항대로75길,281-22
도봉구,방학동,신동아아파트4,방학로,732
은평구,불광동,북한산래미안아파트(1단지),진흥로,638
은평구,녹번동,녹번타워,응암로,160-3
영등포구,여의도동,여의도자이,여의동로3길,47
광진구,자양동,우성4,자양번영로,578
강동구,천호동,다성시티아파트,올림픽로78길,358-4
구로구,신도림동,디큐브시티,경인로,692
서초구,서초동,경남아너스빌,남부순환로323길,1455-9
강동구,성내동,둔촌역아치스톤(101동),풍성로,412
관악구,남현동,관악산대창센시티,남현12길,1137
구로구,구로동,현대로얄,가마산로,701-76
송파구,잠실동,잠실월드메르디앙,올림픽로,175-4
은평구,응암동,더위일,은평로,81-173
강서구,염창동,이너스내안에201동,양천로67가길,245-1
중구,남산동2가,남산퍼시픽,퇴계로20나길,42
마포구,창전동,신촌태영데시앙,서강로9길,439
관악구,신림동,보라매스카이아파트(1739),관천로18길,1739
광진구,자양동,자양삼성,뚝섬로36가길,787
강남구,개포동,우성8,개포로,179
서초구,잠원동,아크로리버뷰신반포,잠원로,159
구로구,구로동,비즈트위트그린,구로중앙로18길,98-10
중구,순화동,덕수궁롯데캐슬,서소문로9길,217
구로구,고척동,청솔우성,중앙로,329
양천구,신정동,호반써밋목동,중앙로29길,1327
마포구,신공덕동,kcc웰츠,백범로,171
구로구,구로동,대림아르빌,도림천로12길,1273
은평구,역촌동,청운퀸즈,연서로,83-67
은평구,불광동,명남뉴타운,불광로14길,16-142
강남구,청담동,한신오페라하우스,삼성로135길,35-47
노원구,중계동,삼성,중계로14나길,593
강북구,번동,효성네오인텔리안,도봉로,418-3
용산구,한남동,한남더힐,독서당로,810
양천구,목동,목동성원,목동중앙로,763-1
양천구,신월동,주함헤븐101동,남부순환로58길,203-17
중랑구,면목동,동원베네스트,사가정로41길,1508
노원구,상계동,노원현대,상계로3길,359
노원구,공릉동,공릉우성아파트,동일로198길,738
강동구,천호동,골드하임(101동),천중로35가길,54-13
성동구,옥수동,옥수,한림말3길,306
성북구,돈암동,대성유니드(641-0),동소문로31길,641
마포구,현석동,반도유보라아일랜드,신수로2길,223
강서구,내발산동,청솔샤르망1001동,우장산로4길,676-23
강서구,염창동,주상복합태진가람,양천로,263-2
관악구,신림동,CLOUDAPT,남부순환로,1484-10
용산구,한남동,현대하이페리온,서빙고로,805
관악구,봉천동,서희스타힐스,청림3길,1729
중랑구,면목동,두산6,답십리로77길,1501
중랑구,묵동,동구햇살,동일로169길,388
강남구,도곡동,타워팰리스1,언주로30길,467
강서구,방화동,신동아,방화대로37길,796
구로구,고척동,마젤란,경인로47길,338
중구,만리동1가,LIG서울역리가,만리재로33길,231
금천구,독산동,대덕트윈빌,시흥대로112길,1028
강서구,염창동,벽산늘푸른,양천로63길,290
성북구,동소문동4가,한신플러스A,동소문로13길,280
강서구,등촌동,계명위너스,공항대로59길,646-29
구로구,구로동,한국현대,구일로8길,642-39
서대문구,홍은동,극동,포방터10길,454
양천구,신정동,뉴목동,중앙로,1052-29
양천구,신월동,벽산블루밍2단지,신정로13길,1023
노원구,월계동,삼호4,마들로,12
강남구,대치동,대치르엘,도곡로93길,1030
서초구,서초동,동일하이빌,서초대로,1542-1
관악구,봉천동,해바라기,보라매로6길,1500
도봉구,창동,미소애,해등로,715-3
금천구,시흥동,경남아파트,독산로,820-12
마포구,합정동,두영이지안101동,토정로,357-3
금천구,독산동,독산동중앙하이츠빌,범안로,1140
중랑구,면목동,신우,동일로,1518
강서구,등촌동,서광등촌마을아파트,공항대로45길,638
마포구,창전동,서강예가,서강로,444
마포구,신공덕동,신공덕래미안3차,만리재로,161
송파구,풍납동,신동아파밀리에,풍성로6길,220-2
마포구,창전동,창전동현대홈타운,서강로,440
마포구,용강동,래미안마포리버웰,토정로31길,502
노원구,상계동,수락한신,동일로242길,1277
서초구,서초동,유원서초,서초중앙로24길,1687
강서구,마곡동,벽산,양천로47길,429
중랑구,면목동,쌍용더플래티넘용마산,용마산로,1548
구로구,구로동,코원,구로중앙로18길,97-8
강남구,대치동,삼환SOGOOD,도곡로,938-16
마포구,합정동,마포한강푸르지오,월드컵로1길,472
강남구,도곡동,도곡쌍용예가,남부순환로363길,933
강남구,삼성동,석탑아파트101동,학동로,3-3
강남구,개포동,현대아파트3,개포로,177
서대문구,연희동,임광,동교로,738
강서구,등촌동,등촌동보람쉬움아파트,화곡로66길,641-4
송파구,거여동,삼호아파트,거마로9길,136
동작구,상도동,상도두산위브,상도로30길,529
종로구,평창동,일성빌라트,평창문화로,145-5
중랑구,망우동,청광,용마산로116길,575
은평구,진관동,우물골2단지두산위브(204~208동)BL2-5,진관2로,83
구로구,구로동,신성미소지움,시흥대로161길,1274
영등포구,양평동3가,거성파스텔,선유로43가길,90-1
도봉구,쌍문동,대우파크힐(쌍문동이안),시루봉로,730
영등포구,신길동,신길자이,가마산로79길,4938
서대문구,홍제동,금호어울림,모래내로,471
동대문구,답십리동,한원힐트리움아파트,천호대로,465-55
동대문구,휘경동,롯데,망우로,78
동대문구,장안동,청명에버아트2차,장한로21길,382-4
강동구,명일동,명일진로,동남로73길,47-12
영등포구,신길동,포레나 신길,신길로,4937
구로구,오류동,다청림(356),서해안로,356
성북구,정릉동,청구,서경로,1013
강동구,길동,다성이즈빌(387-4),천중로42길,387-4
은평구,응암동,우성,가좌로7나길,694-1
강동구,길동,에이치비골드빌(103동),성안로,384-5
강동구,길동,다성이즈빌(349-1),천중로,349-1
동대문구,장안동,장안뉴시티,장한로,372-5
